property_type_House,property_type_Townhouse,property_type_Unit,property_type_Villa,suburb_Hawthorn,suburb_Ringwood_North,bedrooms,bathrooms,parking_spaces,has_study,total_rooms,bed_to_bath_ration,parking_per_bedroom,sold_price
0.0,0.0,0.0,0.0,1.0,0.0,-0.6981822531523341,-0.9830921920842038,-0.8064913858504833,-0.3730019232961255,-0.8510081676916105,0.3344473617959254,-0.47230117425665813,540000.0
1.0,0.0,0.0,0.0,0.0,0.0,0.12579860417159155,0.5685352436149611,1.5946534220225466,-0.3730019232961255,0.2982915226960287,-0.4948132892185766,1.5386886576270549,2280000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.7737603188194428,0.5685352436149611,1.5946534220225466,2.6809513236909024,1.447591213083668,1.1637080128104274,-0.0701032078799156,2910000.0
1.0,0.0,0.0,0.0,0.0,1.0,0.12579860417159155,0.5685352436149611,0.3940810180860316,-0.3730019232961255,0.2982915226960287,-0.4948132892185766,0.19802876970457942,1192500.0
1.0,0.0,0.0,0.0,0.0,1.0,0.9497794614955172,0.5685352436149611,0.3940810180860316,-0.3730019232961255,0.8729413678898483,0.3344473617959254,-0.47230117425665813,1180000.0
1.0,0.0,0.0,0.0,0.0,0.0,1.7737603188194428,0.5685352436149611,1.5946534220225466,2.6809513236909024,1.447591213083668,1.1637080128104274,-0.0701032078799156,3478000.0
1.0,0.0,0.0,0.0,0.0,1.0,0.9497794614955172,0.5685352436149611,3.995798229895576,2.6809513236909024,0.8729413678898483,0.3344473617959254,2.5441835735689113,1365000.0
0.0,0.0,0.0,0.0,1.0,0.0,-0.6981822531523341,0.5685352436149611,-0.8064913858504833,-0.3730019232961255,-0.27635832249779085,-1.3240739402330786,-0.47230117425665813,600000.0
0.0,0.0,1.0,0.0,1.0,0.0,-0.6981822531523341,0.5685352436149611,0.3940810180860316,-0.3730019232961255,-0.27635832249779085,-1.3240739402330786,1.5386886576270549,900000.0
1.0,0.0,0.0,0.0,0.0,1.0,0.9497794614955172,2.120162679314126,-0.8064913858504833,-0.3730019232961255,1.447591213083668,-0.7712335062234107,-1.4777960901985148,1160000.0
0.0,0.0,0.0,0.0,1.0,0.0,-1.5221631104762596,-0.9830921920842038,-0.8064913858504833,-0.3730019232961255,-1.42565801288543,-1.3240739402330786,1.5386886576270549,589000.0
1.0,0.0,0.0,0.0,0.0,1.0,0.9497794614955172,0.5685352436149611,0.3940810180860316,-0.3730019232961255,0.8729413678898483,0.3344473617959254,-0.47230117425665813,1228000.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.6981822531523341,0.5685352436149611,-0.8064913858504833,-0.3730019232961255,-0.27635832249779085,-1.3240739402330786,-0.47230117425665813,530000.0
0.0,0.0,0.0,1.0,0.0,0.0,-0.6981822531523341,-0.9830921920842038,-0.8064913858504833,-0.3730019232961255,-0.8510081676916105,0.3344473617959254,-0.47230117425665813,1100000.0
0.0,0.0,0.0,0.0,1.0,0.0,-0.6981822531523341,-0.9830921920842038,-0.8064913858504833,-0.3730019232961255,-0.8510081676916105,0.3344473617959254,-0.47230117425665813,520000.0
0.0,0.0,0.0,0.0,0.0,0.0,0.12579860417159155,0.5685352436149611,0.3940810180860316,-0.3730019232961255,0.2982915226960287,-0.4948132892185766,0.19802876970457942,1400000.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.6981822531523341,-0.9830921920842038,-0.8064913858504833,-0.3730019232961255,-0.8510081676916105,0.3344473617959254,-0.47230117425665813,630000.0
1.0,0.0,0.0,0.0,0.0,1.0,0.9497794614955172,0.5685352436149611,0.3940810180860316,-0.3730019232961255,0.8729413678898483,0.3344473617959254,-0.47230117425665813,1590000.0
0.0,0.0,1.0,0.0,0.0,1.0,0.12579860417159155,0.5685352436149611,0.3940810180860316,-0.3730019232961255,0.2982915226960287,-0.4948132892185766,0.19802876970457942,1035000.0
0.0,0.0,1.0,0.0,0.0,0.0,0.12579860417159155,-0.9830921920842038,-0.8064913858504833,-0.3730019232961255,-0.27635832249779085,1.9929686638249293,-1.1426311182178959,1050000.0
0.0,0.0,1.0,0.0,0.0,0.0,-0.6981822531523341,0.5685352436149611,0.3940810180860316,-0.3730019232961255,-0.27635832249779085,-1.3240739402330786,1.5386886576270549,1266000.0
0.0,0.0,0.0,0.0,1.0,0.0,-0.6981822531523341,0.5685352436149611,-0.8064913858504833,-0.3730019232961255,-0.27635832249779085,-1.3240739402330786,-0.47230117425665813,645000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.7737603188194428,3.6717901150132906,0.3940810180860316,2.6809513236909024,2.5968909034713072,-0.9094436147258276,-0.8744991406334006,1450000.0
1.0,0.0,0.0,0.0,0.0,1.0,0.12579860417159155,-0.9830921920842038,-0.8064913858504833,-0.3730019232961255,-0.27635832249779085,1.9929686638249293,-1.1426311182178959,1010000.0
1.0,0.0,0.0,0.0,0.0,1.0,0.9497794614955172,0.5685352436149611,2.795225825959061,-0.3730019232961255,0.8729413678898483,0.3344473617959254,1.5386886576270549,1225000.0
0.0,1.0,0.0,0.0,0.0,0.0,0.9497794614955172,0.5685352436149611,0.3940810180860316,-0.3730019232961255,0.8729413678898483,0.3344473617959254,-0.47230117425665813,1587000.0
1.0,0.0,0.0,0.0,0.0,0.0,0.9497794614955172,0.5685352436149611,0.3940810180860316,-0.3730019232961255,0.8729413678898483,0.3344473617959254,-0.47230117425665813,2685000.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.6981822531523341,-0.9830921920842038,-0.8064913858504833,-0.3730019232961255,-0.8510081676916105,0.3344473617959254,-0.47230117425665813,1075000.0
0.0,0.0,0.0,0.0,1.0,0.0,-1.5221631104762596,-0.9830921920842038,-0.8064913858504833,-0.3730019232961255,-1.42565801288543,-1.3240739402330786,1.5386886576270549,447500.0
0.0,0.0,0.0,0.0,1.0,0.0,-0.6981822531523341,-0.9830921920842038,-0.8064913858504833,-0.3730019232961255,-0.8510081676916105,0.3344473617959254,-0.47230117425665813,687000.0
1.0,0.0,0.0,0.0,0.0,1.0,0.9497794614955172,0.5685352436149611,0.3940810180860316,2.6809513236909024,0.8729413678898483,0.3344473617959254,-0.47230117425665813,1650000.0
0.0,1.0,0.0,0.0,1.0,0.0,0.9497794614955172,0.5685352436149611,0.3940810180860316,-0.3730019232961255,0.8729413678898483,0.3344473617959254,-0.47230117425665813,2500000.0
0.0,0.0,0.0,0.0,1.0,0.0,-1.5221631104762596,-0.9830921920842038,-0.8064913858504833,-0.3730019232961255,-1.42565801288543,-1.3240739402330786,1.5386886576270549,395000.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.6981822531523341,0.5685352436149611,-0.8064913858504833,-0.3730019232961255,-0.27635832249779085,-1.3240739402330786,-0.47230117425665813,475000.0
1.0,0.0,0.0,0.0,0.0,0.0,0.12579860417159155,-0.9830921920842038,0.3940810180860316,-0.3730019232961255,-0.27635832249779085,1.9929686638249293,0.19802876970457942,2200000.0
0.0,0.0,0.0,0.0,1.0,0.0,0.12579860417159155,0.5685352436149611,0.3940810180860316,-0.3730019232961255,0.2982915226960287,-0.4948132892185766,0.19802876970457942,990000.0
0.0,1.0,0.0,0.0,1.0,0.0,0.12579860417159155,0.5685352436149611,0.3940810180860316,-0.3730019232961255,0.2982915226960287,-0.4948132892185766,0.19802876970457942,1281000.0
0.0,0.0,0.0,0.0,1.0,0.0,-1.5221631104762596,-0.9830921920842038,-0.8064913858504833,-0.3730019232961255,-1.42565801288543,-1.3240739402330786,1.5386886576270549,390000.0
0.0,0.0,0.0,0.0,1.0,0.0,-0.6981822531523341,-0.9830921920842038,-0.8064913858504833,-0.3730019232961255,-0.8510081676916105,0.3344473617959254,-0.47230117425665813,672000.0
1.0,0.0,0.0,0.0,0.0,1.0,0.9497794614955172,0.5685352436149611,0.3940810180860316,2.6809513236909024,0.8729413678898483,0.3344473617959254,-0.47230117425665813,1440000.0
0.0,0.0,0.0,0.0,0.0,0.0,-1.5221631104762596,-0.9830921920842038,-0.8064913858504833,-0.3730019232961255,-1.42565801288543,-1.3240739402330786,1.5386886576270549,410000.0
1.0,0.0,0.0,0.0,0.0,1.0,0.9497794614955172,0.5685352436149611,0.3940810180860316,-0.3730019232961255,0.8729413678898483,0.3344473617959254,-0.47230117425665813,1575000.0
1.0,0.0,0.0,0.0,0.0,1.0,0.9497794614955172,-0.9830921920842038,0.3940810180860316,-0.3730019232961255,0.2982915226960287,3.651489965853933,-0.47230117425665813,1145550.0
0.0,1.0,0.0,0.0,0.0,0.0,0.12579860417159155,-0.9830921920842038,-0.8064913858504833,-0.3730019232961255,-0.27635832249779085,1.9929686638249293,-1.1426311182178959,1050000.0
0.0,0.0,0.0,0.0,1.0,0.0,-0.6981822531523341,0.5685352436149611,-0.8064913858504833,-0.3730019232961255,-0.27635832249779085,-1.3240739402330786,-0.47230117425665813,725000.0
1.0,0.0,0.0,0.0,0.0,1.0,0.12579860417159155,0.5685352436149611,0.3940810180860316,-0.3730019232961255,0.2982915226960287,-0.4948132892185766,0.19802876970457942,1150000.0
0.0,1.0,0.0,0.0,0.0,1.0,0.9497794614955172,0.5685352436149611,0.3940810180860316,-0.3730019232961255,0.8729413678898483,0.3344473617959254,-0.47230117425665813,1170000.0
0.0,0.0,0.0,0.0,1.0,0.0,-0.6981822531523341,-0.9830921920842038,-0.8064913858504833,-0.3730019232961255,-0.8510081676916105,0.3344473617959254,-0.47230117425665813,610000.0
1.0,0.0,0.0,0.0,0.0,0.0,0.12579860417159155,-0.9830921920842038,0.3940810180860316,-0.3730019232961255,-0.27635832249779085,1.9929686638249293,0.19802876970457942,1220000.0
0.0,0.0,1.0,0.0,1.0,0.0,-0.6981822531523341,-0.9830921920842038,-0.8064913858504833,-0.3730019232961255,-0.8510081676916105,0.3344473617959254,-0.47230117425665813,928000.0
0.0,1.0,0.0,0.0,0.0,0.0,0.9497794614955172,0.5685352436149611,0.3940810180860316,2.6809513236909024,0.8729413678898483,0.3344473617959254,-0.47230117425665813,1275000.0
1.0,0.0,0.0,0.0,0.0,1.0,0.9497794614955172,0.5685352436149611,0.3940810180860316,-0.3730019232961255,0.8729413678898483,0.3344473617959254,-0.47230117425665813,1158000.0
1.0,0.0,0.0,0.0,0.0,1.0,0.12579860417159155,-0.9830921920842038,0.3940810180860316,-0.3730019232961255,-0.27635832249779085,1.9929686638249293,0.19802876970457942,1090000.0
1.0,0.0,0.0,0.0,0.0,0.0,1.7737603188194428,0.5685352436149611,0.3940810180860316,-0.3730019232961255,1.447591213083668,1.1637080128104274,-0.8744991406334006,2860000.0
1.0,0.0,0.0,0.0,0.0,0.0,0.12579860417159155,-0.9830921920842038,-0.8064913858504833,-0.3730019232961255,-0.27635832249779085,1.9929686638249293,-1.1426311182178959,1970000.0
0.0,0.0,0.0,0.0,1.0,0.0,-1.5221631104762596,-0.9830921920842038,-0.8064913858504833,2.6809513236909024,-1.42565801288543,-1.3240739402330786,1.5386886576270549,439000.0
1.0,0.0,0.0,0.0,0.0,1.0,0.9497794614955172,0.5685352436149611,0.3940810180860316,2.6809513236909024,0.8729413678898483,0.3344473617959254,-0.47230117425665813,1650000.0
0.0,0.0,0.0,0.0,1.0,0.0,-0.6981822531523341,-0.9830921920842038,-0.8064913858504833,-0.3730019232961255,-0.8510081676916105,0.3344473617959254,-0.47230117425665813,540000.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.6981822531523341,0.5685352436149611,-0.8064913858504833,-0.3730019232961255,-0.27635832249779085,-1.3240739402330786,-0.47230117425665813,648000.0
0.0,0.0,0.0,0.0,1.0,0.0,-1.5221631104762596,-0.9830921920842038,-0.8064913858504833,-0.3730019232961255,-1.42565801288543,-1.3240739402330786,1.5386886576270549,395000.0
1.0,0.0,0.0,0.0,0.0,0.0,1.7737603188194428,2.120162679314126,0.3940810180860316,-0.3730019232961255,2.0222410582774875,-0.21839307221374246,-0.8744991406334006,2951800.0
1.0,0.0,0.0,0.0,0.0,1.0,-0.6981822531523341,-0.9830921920842038,-0.8064913858504833,-0.3730019232961255,-0.8510081676916105,0.3344473617959254,-0.47230117425665813,765000.0
1.0,0.0,0.0,0.0,0.0,1.0,0.9497794614955172,0.5685352436149611,0.3940810180860316,-0.3730019232961255,0.8729413678898483,0.3344473617959254,-0.47230117425665813,1275000.0
0.0,0.0,0.0,0.0,1.0,0.0,-1.5221631104762596,-0.9830921920842038,-2.007063789786998,-0.3730019232961255,-1.42565801288543,-1.3240739402330786,-2.4832910061403712,210000.0
1.0,0.0,0.0,0.0,0.0,1.0,0.9497794614955172,2.120162679314126,0.3940810180860316,2.6809513236909024,1.447591213083668,-0.7712335062234107,-0.47230117425665813,1122000.0
0.0,0.0,0.0,0.0,1.0,0.0,-0.6981822531523341,-0.9830921920842038,-0.8064913858504833,-0.3730019232961255,-0.8510081676916105,0.3344473617959254,-0.47230117425665813,900000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.7737603188194428,0.5685352436149611,1.5946534220225466,-0.3730019232961255,1.447591213083668,1.1637080128104274,-0.0701032078799156,2060000.0
1.0,0.0,0.0,0.0,0.0,1.0,0.12579860417159155,-0.9830921920842038,-0.8064913858504833,-0.3730019232961255,-0.27635832249779085,1.9929686638249293,-1.1426311182178959,1011000.0
0.0,1.0,0.0,0.0,0.0,0.0,0.9497794614955172,0.5685352436149611,0.3940810180860316,2.6809513236909024,0.8729413678898483,0.3344473617959254,-0.47230117425665813,1610000.0
1.0,0.0,0.0,0.0,0.0,0.0,0.9497794614955172,0.5685352436149611,1.5946534220225466,-0.3730019232961255,0.8729413678898483,0.3344473617959254,0.5331937416851984,3000000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.7737603188194428,2.120162679314126,0.3940810180860316,2.6809513236909024,2.0222410582774875,-0.21839307221374246,-0.8744991406334006,1485000.0
0.0,0.0,1.0,0.0,0.0,0.0,-0.6981822531523341,0.5685352436149611,-0.8064913858504833,2.6809513236909024,-0.27635832249779085,-1.3240739402330786,-0.47230117425665813,1135000.0
1.0,0.0,0.0,0.0,0.0,1.0,2.5977411761433684,2.120162679314126,2.795225825959061,-0.3730019232961255,2.5968909034713072,0.3344473617959254,0.19802876970457942,1920000.0
1.0,0.0,0.0,0.0,0.0,1.0,0.12579860417159155,0.5685352436149611,-0.8064913858504833,-0.3730019232961255,0.2982915226960287,-0.4948132892185766,-1.1426311182178959,1230000.0
0.0,0.0,0.0,0.0,1.0,0.0,-0.6981822531523341,-0.9830921920842038,-0.8064913858504833,-0.3730019232961255,-0.8510081676916105,0.3344473617959254,-0.47230117425665813,615000.0
1.0,0.0,0.0,0.0,0.0,0.0,-0.6981822531523341,-0.9830921920842038,1.5946534220225466,-0.3730019232961255,-0.8510081676916105,0.3344473617959254,3.549678489510768,1175001.0
0.0,0.0,1.0,0.0,1.0,0.0,-1.5221631104762596,-0.9830921920842038,-0.8064913858504833,-0.3730019232961255,-1.42565801288543,-1.3240739402330786,1.5386886576270549,615000.0
1.0,0.0,0.0,0.0,0.0,0.0,1.7737603188194428,2.120162679314126,0.3940810180860316,-0.3730019232961255,2.0222410582774875,-0.21839307221374246,-0.8744991406334006,2646000.0
0.0,1.0,0.0,0.0,0.0,0.0,0.12579860417159155,0.5685352436149611,0.3940810180860316,-0.3730019232961255,0.2982915226960287,-0.4948132892185766,0.19802876970457942,1547000.0
